,Country,Year,Month,Sales
1852,Afghanistan,2019,December,312
1853,Afghanistan,2020,December,224
1854,Afghanistan,2021,December,254
1855,Afghanistan,2022,December,103
1856,Azerbaijan,2015,December,82
1857,Azerbaijan,2016,December,56
1858,Azerbaijan,2017,December,91
1859,Azerbaijan,2018,December,166
1860,Azerbaijan,2019,December,146
1861,Azerbaijan,2020,December,155
1862,Azerbaijan,2021,December,192
1863,Azerbaijan,2022,December,139
1864,Belgium,2016,December,19
1865,Belgium,2017,December,14
1866,Canada,2022,December,75
1867,China,2015,December,54
1868,China,2016,December,31
1869,China,2020,December,97
1870,China,2021,December,146
1871,China,2022,December,81
1872,Egypt,2015,December,51
1873,Egypt,2016,December,38
1874,Egypt,2017,December,67
1875,Egypt,2018,December,86
1876,Egypt,2019,December,100
1877,Egypt,2020,December,79
1878,Egypt,2021,December,163
1879,Egypt,2022,December,71
1880,England,2015,December,65
1881,England,2016,December,49
1882,England,2017,December,52
1883,England,2018,December,96
1884,England,2019,December,106
1885,England,2020,December,101
1886,England,2021,December,150
1887,England,2022,December,71
1888,Germany,2015,December,108
1889,Germany,2016,December,50
1890,Germany,2017,December,93
1891,Germany,2018,December,195
1892,Germany,2019,December,147
1893,Germany,2020,December,114
1894,Germany,2021,December,296
1895,Germany,2022,December,212
1896,Iran,2015,December,79
1897,Iran,2016,December,45
1898,Iran,2017,December,118
1899,Iran,2018,December,435
1900,Iran,2019,December,763
1901,Iran,2020,December,764
1902,Iran,2021,December,1462
1903,Iran,2022,December,675
1904,Iraq,2015,December,512
1905,Iraq,2016,December,244
1906,Iraq,2017,December,418
1907,Iraq,2018,December,897
1908,Iraq,2019,December,897
1909,Iraq,2020,December,724
1910,Iraq,2021,December,1039
1911,Iraq,2022,December,345
1912,Jordan,2015,December,30
1913,Jordan,2016,December,64
1914,Jordan,2017,December,44
1915,Jordan,2018,December,170
1916,Jordan,2019,December,154
1917,Jordan,2020,December,124
1918,Jordan,2021,December,183
1919,Jordan,2022,December,53
1920,Kazakhstan,2020,December,170
1921,Kazakhstan,2021,December,282
1922,Kazakhstan,2015,December,39
1923,Kazakhstan,2016,December,35
1924,Kazakhstan,2017,December,30
1925,Kazakhstan,2018,December,47
1926,Kazakhstan,2019,December,104
1927,Kazakhstan,2022,December,266
1928,Kuwait,2015,December,209
1929,Kuwait,2016,December,153
1930,Kuwait,2017,December,151
1931,Kuwait,2018,December,195
1932,Kuwait,2019,December,173
1933,Kuwait,2020,December,108
1934,Kuwait,2021,December,263
1935,Kuwait,2022,December,119
1936,Lebanese,2019,December,60
1937,Lebanese,2020,December,62
1938,Lebanon,2018,December,65
1939,Lebanon,2021,December,128
1940,Lebanon,2022,December,48
1941,Libya,2019,December,133
1942,Libya,2020,December,54
1943,Libya,2015,December,36
1944,Netherlands,2016,December,26
1945,Netherlands,2018,December,45
1946,Norway,2015,December,15
1947,Norway,2016,December,12
1948,Norway,2017,December,20
1949,Othercountries,2015,December,337
1950,Othercountries,2016,December,317
1951,Othercountries,2017,December,359
1952,Othercountries,2018,December,923
1953,Othercountries,2019,December,1007
1954,Othercountries,2020,December,827
1955,Othercountries,2021,December,1570
1956,Othercountries,2022,December,1068
1957,Pakistani,2021,December,109
1958,Pakistani,2022,December,45
1959,Palestine,2017,December,31
1960,Palestine,2018,December,95
1961,Palestine,2019,December,161
1962,Palestine,2020,December,86
1963,Palestine,2021,December,150
1964,Palestine,2022,December,63
1965,Qatar,2015,December,19
1966,Qatar,2016,December,38
1967,Qatar,2017,December,37
1968,Qatar,2018,December,81
1969,Qatar,2019,December,71
1970,RussianFederation,2015,December,150
1971,RussianFederation,2016,December,84
1972,RussianFederation,2017,December,129
1973,RussianFederation,2018,December,257
1974,RussianFederation,2019,December,362
1975,RussianFederation,2020,December,349
1976,RussianFederation,2021,December,885
1977,RussianFederation,2022,December,2403
1978,SaudiArabia,2015,December,258
1979,SaudiArabia,2016,December,204
1980,SaudiArabia,2017,December,271
1981,SaudiArabia,2018,December,268
1982,SaudiArabia,2019,December,194
1983,SaudiArabia,2020,December,62
1984,SaudiArabia,2022,December,162
1985,Sudan,2021,December,75
1986,Sweden,2015,December,33
1987,Sweden,2016,December,27
1988,Sweden,2017,December,34
1989,Sweden,2018,December,76
1990,Sweden,2019,December,55
1991,Sweden,2020,December,60
1992,Sweden,2021,December,98
1993,Ukraine,2015,December,40
1994,Ukraine,2016,December,42
1995,Ukraine,2017,December,41
1996,Ukraine,2018,December,62
1997,Ukraine,2019,December,103
1998,Ukraine,2020,December,68
1999,Ukraine,2021,December,171
2000,Ukraine,2022,December,306
2001,UnitedArabEmirates,2015,December,35
2002,UnitedArabEmirates,2016,December,36
2003,UnitedArabEmirates,2017,December,32
2004,UnitedStates,2018,December,77
2005,UnitedStates,2019,December,62
2006,UnitedStates,2020,December,99
2007,UnitedStates,2021,December,151
2008,UnitedStates,2022,December,103
2009,Yemen,2017,December,47
2010,Yemen,2018,December,146
2011,Yemen,2019,December,241
2012,Yemen,2020,December,152
2013,Yemen,2021,December,163
2014,Yemen,2022,December,61
2015,Yemen,2015,December,22
